,time,price,pchange,change,volume,amount,type
1030,13:55:44,4.83,-1.83,0.01,7,3381,买盘
1031,13:55:41,4.82,-2.03,-0.01,423,203886,卖盘
1032,13:55:38,4.83,-1.83,0.01,16,7728,买盘
1033,13:55:32,4.82,-2.03,-0.01,144,69408,卖盘
1034,13:55:23,4.83,-1.83,0.0,1,483,买盘
1035,13:55:20,4.83,-1.83,0.01,50,24150,买盘
1036,13:55:17,4.82,-2.03,-0.01,31,14942,卖盘
1037,13:55:14,4.83,-1.83,0.0,5,2415,买盘
1038,13:55:08,4.83,-1.83,0.01,8,3864,买盘
1039,13:55:05,4.82,-2.03,0.0,10,4820,卖盘
1040,13:55:02,4.82,-2.03,0.0,140,67480,卖盘
1041,13:54:53,4.82,-2.03,-0.01,2,964,卖盘
1042,13:54:50,4.83,-1.83,0.0,16,7728,买盘
1043,13:54:47,4.83,-1.83,0.0,5,2415,买盘
1044,13:54:35,4.83,-1.83,0.01,4,1932,买盘
1045,13:54:32,4.82,-2.03,0.0,108,52056,卖盘
1046,13:54:20,4.82,-2.03,0.0,39,18798,卖盘
1047,13:54:17,4.82,-2.03,0.0,16,7712,卖盘
1048,13:54:14,4.82,-2.03,-0.01,41,19762,卖盘
1049,13:54:02,4.83,-1.83,-0.01,134,64722,中性盘
1050,13:54:02,4.83,-1.83,0.0,134,64722,买盘
1051,13:53:59,4.83,-1.83,0.01,2,966,买盘
1052,13:53:56,4.82,-2.03,0.0,1,482,卖盘
1053,13:53:53,4.82,-2.03,-0.01,9,4338,卖盘
1054,13:53:47,4.83,-1.83,0.0,1,483,买盘
1055,13:53:43,4.83,-1.83,0.0,5,2415,买盘
1056,13:53:38,4.83,-1.83,0.0,7,3381,买盘
1057,13:53:35,4.83,-1.83,0.01,22,10626,买盘
1058,13:53:32,4.82,-2.03,-0.01,109,52538,卖盘
1059,13:53:29,4.83,-1.83,0.0,40,19320,买盘
1060,13:53:23,4.83,-1.83,0.0,120,57960,买盘
1061,13:53:19,4.83,-1.83,0.0,13,6279,买盘
1062,13:53:17,4.83,-1.83,0.01,1,483,买盘
1063,13:53:11,4.82,-2.03,0.0,51,24582,卖盘
1064,13:53:01,4.82,-2.03,-0.01,120,57840,卖盘
1065,13:52:55,4.83,-1.83,0.0,4,1932,买盘
1066,13:52:47,4.83,-1.83,0.01,99,47831,买盘
1067,13:52:41,4.82,-2.03,0.0,396,190872,买盘
1068,13:52:34,4.82,-2.03,0.0,335,161470,买盘
1069,13:52:31,4.82,-2.03,0.0,130,62660,买盘
1070,13:52:28,4.82,-2.03,0.01,302,145564,买盘
1071,13:52:25,4.81,-2.24,-0.01,10,4810,卖盘
1072,13:52:22,4.82,-2.03,0.0,43,20726,买盘
1073,13:52:19,4.82,-2.03,0.01,50,24100,买盘
1074,13:52:13,4.81,-2.24,-0.01,17,8177,卖盘
1075,13:52:10,4.82,-2.03,0.0,125,60250,买盘
1076,13:52:07,4.82,-2.03,0.01,62,29884,买盘
1077,13:52:04,4.81,-2.24,0.0,116,55796,卖盘
1078,13:52:01,4.81,-2.24,0.0,4,1924,卖盘
1079,13:51:58,4.81,-2.24,-0.01,24,11544,卖盘
1080,13:51:55,4.82,-2.03,0.0,3,1446,买盘
1081,13:51:52,4.82,-2.03,0.0,87,41934,买盘
1082,13:51:46,4.82,-2.03,0.0,57,27474,买盘
1083,13:51:40,4.82,-2.03,0.0,40,19280,买盘
1084,13:51:37,4.82,-2.03,0.01,179,86278,买盘
1085,13:51:34,4.81,-2.24,-0.01,109,52429,卖盘
1086,13:51:28,4.82,-2.03,0.0,31,14942,买盘
1087,13:51:22,4.82,-2.03,0.01,3,1446,买盘
1088,13:51:19,4.81,-2.24,0.0,26,12506,卖盘
1089,13:51:10,4.81,-2.24,0.0,20,9620,卖盘
1090,13:51:07,4.81,-2.24,0.0,11,5291,卖盘
1091,13:51:04,4.81,-2.24,0.0,108,51948,卖盘
1092,13:50:55,4.81,-2.24,0.0,130,62530,卖盘
1093,13:50:52,4.81,-2.24,-0.01,4,1924,卖盘
1094,13:50:49,4.82,-2.03,0.01,93,44826,买盘
1095,13:50:46,4.81,-2.24,-0.01,8,3848,卖盘
1096,13:50:43,4.82,-2.03,0.01,7,3374,买盘
1097,13:50:34,4.81,-2.24,0.0,169,81318,卖盘
1098,13:50:25,4.81,-2.24,0.0,71,34151,中性盘
1099,13:50:25,4.81,-2.24,-0.01,71,34151,卖盘
1100,13:50:22,4.82,-2.03,0.01,2,964,买盘
1101,13:50:13,4.81,-2.24,-0.01,60,28860,卖盘
1102,13:50:10,4.82,-2.03,0.01,77,37114,买盘
1103,13:50:04,4.81,-2.24,0.0,140,67340,卖盘
1104,13:50:01,4.81,-2.24,-0.01,7,3367,卖盘
1105,13:49:58,4.82,-2.03,0.01,53,25546,买盘
1106,13:49:55,4.81,-2.24,-0.01,76,36556,卖盘
1107,13:49:52,4.82,-2.03,0.01,3,1446,买盘
1108,13:49:49,4.81,-2.24,0.0,10,4810,卖盘
1109,13:49:46,4.81,-2.24,0.0,7,3367,卖盘
1110,13:49:43,4.81,-2.24,0.0,3,1443,卖盘
1111,13:49:37,4.81,-2.24,0.0,100,48100,卖盘
1112,13:49:34,4.81,-2.24,0.0,109,52429,卖盘
1113,13:49:31,4.81,-2.24,0.0,12,5772,卖盘
1114,13:49:28,4.81,-2.24,-0.01,31,14911,卖盘
1115,13:49:25,4.82,-2.03,0.0,77,37114,买盘
1116,13:49:22,4.82,-2.03,0.01,53,25546,买盘
1117,13:49:16,4.81,-2.24,-0.01,1,481,卖盘
1118,13:49:13,4.82,-2.03,0.0,56,26992,买盘
1119,13:49:07,4.82,-2.03,0.0,4,1928,买盘
1120,13:49:04,4.82,-2.03,0.01,309,148938,买盘
1121,13:49:01,4.81,-2.24,-0.01,154,74074,卖盘
1122,13:48:52,4.82,-2.03,0.01,3,1446,买盘
1123,13:48:49,4.81,-2.24,0.0,7,3367,卖盘
1124,13:48:46,4.81,-2.24,0.0,33,15873,卖盘
1125,13:48:39,4.81,-2.24,0.0,57,27417,卖盘
1126,13:48:33,4.81,-2.24,-0.01,109,52429,卖盘
1127,13:48:24,4.82,-2.03,0.01,16,7712,买盘
1128,13:48:15,4.81,-2.24,-0.01,30,14430,卖盘
1129,13:48:13,4.82,-2.03,0.01,6,2892,买盘
1130,13:48:06,4.81,-2.24,0.0,435,209235,卖盘
1131,13:48:03,4.81,-2.24,0.0,119,57239,卖盘
1132,13:47:58,4.81,-2.24,0.0,26,12506,卖盘
1133,13:47:54,4.81,-2.24,-0.01,13,6253,卖盘
1134,13:47:51,4.82,-2.03,0.0,13,6266,买盘
1135,13:47:48,4.82,-2.03,0.01,10,4820,买盘
1136,13:47:45,4.81,-2.24,-0.01,12,5772,卖盘
1137,13:47:39,4.82,-2.03,0.01,5,2410,买盘
1138,13:47:36,4.81,-2.24,-0.01,195,93795,卖盘
1139,13:47:33,4.82,-2.03,0.01,133,64106,买盘
1140,13:47:31,4.81,-2.24,0.0,500,240500,卖盘
1141,13:47:27,4.81,-2.24,-0.01,1,481,卖盘
1142,13:47:24,4.82,-2.03,0.0,42,20244,买盘
1143,13:47:21,4.82,-2.03,0.0,64,30848,买盘
1144,13:47:18,4.82,-2.03,0.01,6,2892,买盘
1145,13:47:15,4.81,-2.24,0.0,97,46657,卖盘
1146,13:47:12,4.81,-2.24,-0.01,49,23569,卖盘
1147,13:47:09,4.82,-2.03,0.0,22,10604,买盘
1148,13:47:06,4.82,-2.03,0.01,91,43862,买盘
1149,13:47:03,4.81,-2.24,0.0,110,52910,卖盘
1150,13:47:00,4.81,-2.24,-0.01,160,76960,卖盘
1151,13:46:57,4.82,-2.03,0.0,111,53502,买盘
1152,13:46:54,4.82,-2.03,0.01,3,1446,买盘
1153,13:46:51,4.81,-2.24,0.0,82,39442,中性盘
1154,13:46:51,4.81,-2.24,-0.01,82,39442,卖盘
1155,13:46:48,4.82,-2.03,0.01,8,3856,买盘
1156,13:46:45,4.81,-2.24,0.0,79,37999,卖盘
1157,13:46:42,4.81,-2.24,0.0,10,4810,卖盘
1158,13:46:39,4.81,-2.24,0.0,11,5291,卖盘
1159,13:46:36,4.81,-2.24,-0.01,358,172198,卖盘
1160,13:46:33,4.82,-2.03,0.01,142,68444,买盘
1161,13:46:27,4.81,-2.24,0.0,6,2886,卖盘
1162,13:46:24,4.81,-2.24,-0.01,138,66378,卖盘
1163,13:46:21,4.82,-2.03,0.0,105,50610,买盘
1164,13:46:18,4.82,-2.03,0.01,9,4338,买盘
1165,13:46:15,4.81,-2.24,0.0,88,42328,卖盘
1166,13:46:09,4.81,-2.24,0.0,605,291005,卖盘
1167,13:46:06,4.81,-2.24,0.0,34,16354,卖盘
1168,13:46:03,4.81,-2.24,0.0,369,177489,卖盘
1169,13:46:00,4.81,-2.24,0.0,30,14430,卖盘
1170,13:45:57,4.81,-2.24,0.0,15,7215,卖盘
1171,13:45:51,4.81,-2.24,-0.01,89,42809,卖盘
1172,13:45:48,4.82,-2.03,0.0,141,67962,买盘
1173,13:45:45,4.82,-2.03,0.01,14,6748,买盘
1174,13:45:42,4.81,-2.24,-0.01,2,962,卖盘
1175,13:45:39,4.82,-2.03,0.0,30,14460,买盘
1176,13:45:35,4.82,-2.03,0.01,224,107968,买盘
1177,13:45:33,4.81,-2.24,-0.01,110,52910,卖盘
1178,13:45:30,4.82,-2.03,0.01,191,92062,买盘
1179,13:45:27,4.81,-2.24,0.0,10,4810,卖盘
1180,13:45:24,4.81,-2.24,-0.01,210,101010,卖盘
1181,13:45:21,4.82,-2.03,0.0,137,66034,买盘
1182,13:45:17,4.82,-2.03,0.0,119,57358,买盘
1183,13:45:14,4.82,-2.03,0.01,19,9158,买盘
1184,13:45:12,4.81,-2.24,0.0,34,16354,卖盘
1185,13:45:08,4.81,-2.24,0.0,65,31265,卖盘
1186,13:45:05,4.81,-2.24,0.0,80,38480,卖盘
1187,13:45:02,4.81,-2.24,-0.01,126,60606,卖盘
1188,13:44:59,4.82,-2.03,0.01,6,2892,买盘
1189,13:44:56,4.81,-2.24,0.0,47,22607,卖盘
1190,13:44:53,4.81,-2.24,0.0,44,21164,卖盘
1191,13:44:50,4.81,-2.24,0.0,5,2405,卖盘
1192,13:44:48,4.81,-2.24,0.0,12,5772,卖盘
1193,13:44:44,4.81,-2.24,0.0,86,41366,卖盘
1194,13:44:42,4.81,-2.24,-0.01,22,10582,卖盘
1195,13:44:38,4.82,-2.03,0.0,2,964,买盘
1196,13:44:35,4.82,-2.03,0.0,205,98810,买盘
1197,13:44:32,4.82,-2.03,0.01,125,60250,买盘
1198,13:44:26,4.81,-2.24,-0.01,6,2886,卖盘
1199,13:44:23,4.82,-2.03,0.0,135,65070,买盘
1200,13:44:20,4.82,-2.03,0.01,3,1446,买盘
1201,13:44:17,4.81,-2.24,-0.01,92,44252,卖盘
1202,13:44:14,4.82,-2.03,0.0,84,40488,买盘
1203,13:44:08,4.82,-2.03,0.01,37,17834,买盘
1204,13:44:02,4.81,-2.24,0.0,110,52910,卖盘
1205,13:43:59,4.81,-2.24,-0.01,70,33670,卖盘
1206,13:43:56,4.82,-2.03,0.01,80,38560,买盘
1207,13:43:53,4.81,-2.24,-0.01,25,12025,卖盘
1208,13:43:50,4.82,-2.03,0.01,33,15906,买盘
1209,13:43:47,4.81,-2.24,-0.01,45,21645,卖盘
1210,13:43:44,4.82,-2.03,0.01,40,19280,买盘
1211,13:43:38,4.81,-2.24,-0.01,231,111111,卖盘
1212,13:43:35,4.82,-2.03,0.01,150,72300,买盘
1213,13:43:32,4.81,-2.24,0.0,169,81289,卖盘
1214,13:43:29,4.81,-2.24,0.0,2,962,卖盘
1215,13:43:26,4.81,-2.24,0.0,20,9620,卖盘
1216,13:43:23,4.81,-2.24,-0.01,250,120250,卖盘
1217,13:43:20,4.82,-2.03,0.01,3,1446,买盘
1218,13:43:17,4.81,-2.24,0.0,1,481,卖盘
1219,13:43:11,4.81,-2.24,0.0,16,7696,中性盘
1220,13:43:11,4.81,-2.24,0.0,16,7696,卖盘
1221,13:43:08,4.81,-2.24,0.0,65,31265,卖盘
1222,13:43:02,4.81,-2.24,-0.01,109,52429,卖盘
1223,13:42:59,4.82,-2.03,0.0,10,4820,买盘
1224,13:42:56,4.82,-2.03,0.0,25,12050,买盘
1225,13:42:50,4.82,-2.03,0.0,1,482,买盘
1226,13:42:47,4.82,-2.03,0.0,3,1446,买盘
1227,13:42:44,4.82,-2.03,0.01,7,3374,买盘
1228,13:42:41,4.81,-2.24,-0.01,88,42328,卖盘
1229,13:42:35,4.82,-2.03,0.01,4,1928,买盘
1230,13:42:32,4.81,-2.24,0.0,108,51948,卖盘
1231,13:42:26,4.81,-2.24,0.0,5,2405,卖盘
1232,13:42:23,4.81,-2.24,0.0,9,4329,卖盘
1233,13:42:20,4.81,-2.24,0.0,13,6253,卖盘
1234,13:42:14,4.81,-2.24,-0.01,17,8177,卖盘
1235,13:42:11,4.82,-2.03,0.01,54,26028,买盘
1236,13:42:02,4.81,-2.24,0.0,111,53391,卖盘
1237,13:41:59,4.81,-2.24,-0.01,5,2405,卖盘
1238,13:41:56,4.82,-2.03,0.01,13,6266,买盘
1239,13:41:50,4.81,-2.24,-0.01,10,4810,卖盘
1240,13:41:47,4.82,-2.03,0.01,4,1928,买盘
1241,13:41:44,4.81,-2.24,0.0,101,48581,卖盘
1242,13:41:38,4.81,-2.24,0.0,11,5291,卖盘
1243,13:41:35,4.81,-2.24,0.0,515,247715,买盘
1244,13:41:32,4.81,-2.24,0.0,113,54353,买盘
1245,13:41:29,4.81,-2.24,0.0,42,20202,买盘
1246,13:41:26,4.81,-2.24,0.0,343,164983,买盘
1247,13:41:23,4.81,-2.24,0.0,375,180375,卖盘
1248,13:41:20,4.81,-2.24,0.0,6,2886,卖盘
1249,13:41:17,4.81,-2.24,0.0,21,10101,卖盘
1250,13:41:14,4.81,-2.24,0.0,1,481,卖盘
1251,13:41:11,4.81,-2.24,0.0,95,45695,买盘
1252,13:41:08,4.81,-2.24,-0.01,195,93795,中性盘
1253,13:41:05,4.82,-2.03,0.02,100,48200,买盘
1254,13:41:02,4.8,-2.44,-0.01,120,57600,卖盘
1255,13:40:59,4.81,-2.24,0.0,96,46176,买盘
1256,13:40:56,4.81,-2.24,0.0,36,17316,买盘
1257,13:40:53,4.81,-2.24,0.0,25,12025,买盘
1258,13:40:50,4.81,-2.24,0.0,61,29341,买盘
1259,13:40:47,4.81,-2.24,0.0,205,98605,买盘
1260,13:40:44,4.81,-2.24,0.01,93,44733,买盘
1261,13:40:41,4.8,-2.44,-0.01,262,125760,卖盘
1262,13:40:35,4.81,-2.24,0.0,166,79846,卖盘
1263,13:40:32,4.81,-2.24,0.0,189,90909,卖盘
1264,13:40:29,4.81,-2.24,0.0,17,8177,卖盘
1265,13:40:23,4.81,-2.24,0.0,111,53391,卖盘
1266,13:40:20,4.81,-2.24,0.01,194,93314,买盘
1267,13:40:17,4.8,-2.44,-0.01,25,12000,卖盘
1268,13:40:14,4.81,-2.24,0.0,24,11544,买盘
1269,13:40:11,4.81,-2.24,0.01,146,70226,买盘
1270,13:40:08,4.8,-2.44,-0.01,254,121920,卖盘
1271,13:40:05,4.81,-2.24,0.0,95,45695,买盘
1272,13:40:02,4.81,-2.24,0.0,271,130351,买盘
1273,13:39:59,4.81,-2.24,0.01,33,15873,买盘
1274,13:39:56,4.8,-2.44,-0.01,7,3360,卖盘
1275,13:39:53,4.81,-2.24,0.0,34,16354,买盘
1276,13:39:50,4.81,-2.24,0.0,453,217893,卖盘
1277,13:39:47,4.81,-2.24,0.0,37,17797,卖盘
1278,13:39:44,4.81,-2.24,0.0,41,19721,卖盘
1279,13:39:41,4.81,-2.24,0.0,31,14911,卖盘
1280,13:39:38,4.81,-2.24,0.0,79,37999,卖盘
1281,13:39:35,4.81,-2.24,0.0,500,240500,卖盘
1282,13:39:32,4.81,-2.24,0.0,818,393458,中性盘
1283,13:39:32,4.81,-2.24,-0.01,818,393458,卖盘
1284,13:39:29,4.82,-2.03,0.0,30,14460,买盘
1285,13:39:26,4.82,-2.03,0.0,35,16870,买盘
1286,13:39:23,4.82,-2.03,0.01,1,482,买盘
1287,13:39:20,4.81,-2.24,-0.01,1000,481000,卖盘
1288,13:39:14,4.82,-2.03,0.0,32,15424,买盘
1289,13:39:11,4.82,-2.03,0.0,52,25064,买盘
1290,13:39:08,4.82,-2.03,0.01,40,19280,买盘
1291,13:39:02,4.81,-2.24,-0.01,118,56758,卖盘
1292,13:38:59,4.82,-2.03,0.0,50,24100,买盘
1293,13:38:56,4.82,-2.03,0.0,1,482,买盘
1294,13:38:53,4.82,-2.03,0.01,20,9640,买盘
1295,13:38:50,4.81,-2.24,0.0,20,9620,卖盘
1296,13:38:44,4.81,-2.24,0.0,143,68783,卖盘
1297,13:38:41,4.81,-2.24,0.0,36,17316,卖盘
1298,13:38:38,4.81,-2.24,-0.01,31,14911,卖盘
1299,13:38:35,4.82,-2.03,0.01,3,1446,买盘
1300,13:38:32,4.81,-2.24,0.0,108,51948,卖盘
1301,13:38:29,4.81,-2.24,0.0,10,4810,卖盘
1302,13:38:23,4.81,-2.24,0.0,65,31265,卖盘
1303,13:38:17,4.81,-2.24,0.0,47,22607,卖盘
1304,13:38:14,4.81,-2.24,0.0,70,33670,卖盘
1305,13:38:11,4.81,-2.24,0.0,81,38961,卖盘
1306,13:38:05,4.81,-2.24,0.0,13,6253,卖盘
1307,13:38:02,4.81,-2.24,0.0,173,83213,卖盘
1308,13:37:59,4.81,-2.24,0.0,737,354497,买盘
1309,13:37:56,4.81,-2.24,0.01,36,17316,买盘
1310,13:37:53,4.8,-2.44,-0.01,164,78720,卖盘
1311,13:37:50,4.81,-2.24,0.01,219,105339,卖盘
1312,13:37:47,4.8,-2.44,-0.01,560,268800,卖盘
1313,13:37:44,4.81,-2.24,0.01,97,46657,买盘
1314,13:37:41,4.8,-2.44,-0.01,54,25920,卖盘
1315,13:37:38,4.81,-2.24,0.0,1054,506974,买盘
1316,13:37:35,4.81,-2.24,0.0,22,10582,买盘
1317,13:37:32,4.81,-2.24,0.0,558,268398,买盘
1318,13:37:29,4.81,-2.24,0.0,473,227513,买盘
1319,13:37:26,4.81,-2.24,0.0,419,201539,买盘
1320,13:37:23,4.81,-2.24,0.0,293,140933,买盘
1321,13:37:20,4.81,-2.24,0.0,124,59644,买盘
1322,13:37:14,4.81,-2.24,0.01,97,46657,买盘
1323,13:37:11,4.8,-2.44,-0.01,699,335520,卖盘
1324,13:37:08,4.81,-2.24,0.01,1135,545935,买盘
1325,13:37:05,4.8,-2.44,0.0,1074,515520,卖盘
1326,13:37:02,4.8,-2.44,-0.01,498,239040,卖盘
1327,13:36:59,4.81,-2.24,0.0,112,53872,买盘
1328,13:36:56,4.81,-2.24,0.01,323,155363,买盘
1329,13:36:53,4.8,-2.44,-0.01,56,26880,卖盘
1330,13:36:50,4.81,-2.24,0.0,69,33189,买盘
1331,13:36:47,4.81,-2.24,0.0,112,53872,买盘
1332,13:36:44,4.81,-2.24,0.01,671,322751,买盘
1333,13:36:41,4.8,-2.44,-0.01,19,9120,卖盘
1334,13:36:38,4.81,-2.24,0.0,251,120731,买盘
1335,13:36:35,4.81,-2.24,0.01,48,23088,买盘
1336,13:36:32,4.8,-2.44,-0.01,256,122880,卖盘
1337,13:36:29,4.81,-2.24,0.0,134,64454,买盘
1338,13:36:26,4.81,-2.24,0.01,47,22607,买盘
1339,13:36:23,4.8,-2.44,-0.01,32,15360,卖盘
1340,13:36:20,4.81,-2.24,0.0,96,46176,买盘
1341,13:36:17,4.81,-2.24,0.0,176,84656,买盘
1342,13:36:14,4.81,-2.24,0.0,110,52910,买盘
1343,13:36:11,4.81,-2.24,0.0,852,409812,买盘
1344,13:36:08,4.81,-2.24,-0.01,875,420875,卖盘
1345,13:36:05,4.82,-2.03,0.01,208,100256,买盘
1346,13:36:02,4.81,-2.24,0.0,143,68783,卖盘
1347,13:35:56,4.81,-2.24,0.0,58,27898,卖盘
1348,13:35:53,4.81,-2.24,0.0,7,3367,中性盘
1349,13:35:53,4.81,-2.24,-0.01,7,3367,卖盘
1350,13:35:50,4.82,-2.03,0.01,5,2410,买盘
1351,13:35:47,4.81,-2.24,0.0,1400,673400,卖盘
1352,13:35:44,4.81,-2.24,0.0,44,21164,买盘
1353,13:35:41,4.81,-2.24,0.0,68,32708,买盘
1354,13:35:38,4.81,-2.24,0.0,34,16354,买盘
1355,13:35:35,4.81,-2.24,0.0,6003,2887443,卖盘
1356,13:35:32,4.81,-2.24,0.0,110,52910,卖盘
1357,13:35:29,4.81,-2.24,0.0,524,252044,卖盘
1358,13:35:26,4.81,-2.24,0.0,974,468494,卖盘
1359,13:35:23,4.81,-2.24,0.0,40,19240,卖盘
1360,13:35:20,4.81,-2.24,0.0,20,9620,卖盘
1361,13:35:17,4.81,-2.24,0.0,402,193362,卖盘
1362,13:35:14,4.81,-2.24,0.0,1066,512746,卖盘
1363,13:35:11,4.81,-2.24,0.0,218,104858,卖盘
1364,13:35:08,4.81,-2.24,0.0,2065,993265,卖盘
1365,13:35:05,4.81,-2.24,-0.01,80,38480,卖盘
1366,13:35:02,4.82,-2.03,0.01,119,57358,买盘
1367,13:34:59,4.81,-2.24,0.0,29,13949,卖盘
1368,13:34:56,4.81,-2.24,0.0,205,98605,卖盘
1369,13:34:53,4.81,-2.24,0.0,28,13468,卖盘
1370,13:34:50,4.81,-2.24,0.0,144,69264,卖盘
1371,13:34:47,4.81,-2.24,0.0,102,49062,卖盘
1372,13:34:44,4.81,-2.24,-0.01,9,4329,卖盘
1373,13:34:41,4.82,-2.03,0.01,3243,1563126,买盘
1374,13:34:38,4.81,-2.24,0.0,13,6253,卖盘
1375,13:34:35,4.81,-2.24,-0.01,14,6734,卖盘
1376,13:34:32,4.82,-2.03,0.01,197,94954,买盘
1377,13:34:29,4.81,-2.24,-0.01,180,86580,卖盘
1378,13:34:26,4.82,-2.03,0.0,1,482,买盘
1379,13:34:23,4.82,-2.03,0.01,333,160506,买盘
1380,13:34:20,4.81,-2.24,0.0,293,140933,卖盘
1381,13:34:17,4.81,-2.24,0.0,1546,743626,卖盘
1382,13:34:14,4.81,-2.24,-0.01,30,14430,卖盘
1383,13:34:11,4.82,-2.03,0.0,212,102184,买盘
1384,13:34:08,4.82,-2.03,0.01,163,78566,买盘
1385,13:34:05,4.81,-2.24,-0.01,910,437710,卖盘
1386,13:34:02,4.82,-2.03,0.0,237,114234,买盘
1387,13:33:59,4.82,-2.03,0.0,39,18798,买盘
1388,13:33:56,4.82,-2.03,0.0,18,8676,买盘
1389,13:33:53,4.82,-2.03,0.0,16,7712,买盘
1390,13:33:50,4.82,-2.03,0.0,80,38560,买盘
1391,13:33:47,4.82,-2.03,0.0,376,181232,卖盘
1392,13:33:44,4.82,-2.03,0.0,137,66034,卖盘
1393,13:33:41,4.82,-2.03,0.0,6,2892,卖盘
1394,13:33:38,4.82,-2.03,0.0,3,1446,卖盘
1395,13:33:34,4.82,-2.03,0.0,14,6748,卖盘
1396,13:33:32,4.82,-2.03,0.0,161,77602,卖盘
1397,13:33:29,4.82,-2.03,0.0,1516,730712,卖盘
1398,13:33:26,4.82,-2.03,-0.01,20,9640,卖盘
1399,13:33:22,4.83,-1.83,0.01,128,61824,买盘
1400,13:33:19,4.82,-2.03,0.0,402,193764,卖盘
1401,13:33:17,4.82,-2.03,-0.01,2833,1365506,卖盘
1402,13:33:11,4.83,-1.83,0.01,12,5796,买盘
1403,13:33:08,4.82,-2.03,-0.01,2,964,卖盘
1404,13:33:05,4.83,-1.83,0.01,2,966,买盘
1405,13:33:02,4.82,-2.03,0.0,159,76638,卖盘
1406,13:32:59,4.82,-2.03,0.0,11,5302,卖盘
1407,13:32:53,4.82,-2.03,0.0,2,964,卖盘
1408,13:32:50,4.82,-2.03,0.0,1000,482000,卖盘
1409,13:32:47,4.82,-2.03,0.0,55,26510,卖盘
1410,13:32:44,4.82,-2.03,0.0,10,4820,卖盘
1411,13:32:40,4.82,-2.03,0.0,1,482,卖盘
1412,13:32:35,4.82,-2.03,0.0,606,292092,卖盘
1413,13:32:31,4.82,-2.03,0.0,172,82904,卖盘
1414,13:32:28,4.82,-2.03,-0.01,80,38560,卖盘
1415,13:32:25,4.83,-1.83,0.0,4,1932,买盘
1416,13:32:22,4.83,-1.83,0.0,133,64239,买盘
1417,13:32:20,4.83,-1.83,0.01,5,2415,买盘
1418,13:32:16,4.82,-2.03,0.0,11,5302,卖盘
1419,13:32:13,4.82,-2.03,0.0,2,964,中性盘
1420,13:32:13,4.82,-2.03,0.0,2,964,卖盘
1421,13:32:10,4.82,-2.03,-0.01,82,39524,卖盘
1422,13:32:07,4.83,-1.83,0.01,70,33810,买盘
1423,13:32:04,4.82,-2.03,0.0,94,45308,卖盘
1424,13:32:01,4.82,-2.03,0.0,134,64588,卖盘
1425,13:31:58,4.82,-2.03,0.0,1,482,卖盘
1426,13:31:55,4.82,-2.03,-0.01,205,98810,卖盘
1427,13:31:53,4.83,-1.83,0.01,64,30912,买盘
1428,13:31:49,4.82,-2.03,-0.01,100,48200,卖盘
1429,13:31:43,4.83,-1.83,0.0,10,4830,买盘
1430,13:31:40,4.83,-1.83,0.0,20,9660,买盘
1431,13:31:34,4.83,-1.83,0.0,113,54579,买盘
1432,13:31:25,4.83,-1.83,0.0,20,9660,买盘
1433,13:31:19,4.83,-1.83,0.01,11,5313,买盘
1434,13:31:13,4.82,-2.03,0.0,93,44826,卖盘
1435,13:31:10,4.82,-2.03,0.0,78,37596,卖盘
1436,13:31:07,4.82,-2.03,0.0,100,48200,卖盘
1437,13:31:04,4.82,-2.03,0.0,109,52538,卖盘
1438,13:31:01,4.82,-2.03,0.0,29,13978,卖盘
1439,13:30:58,4.82,-2.03,0.0,83,40006,卖盘
1440,13:30:52,4.82,-2.03,0.0,2,964,卖盘
1441,13:30:46,4.82,-2.03,0.0,50,24100,卖盘
1442,13:30:43,4.82,-2.03,-0.01,102,49164,卖盘
1443,13:30:40,4.83,-1.83,0.0,61,29463,卖盘
1444,13:30:37,4.83,-1.83,0.0,15,7245,卖盘
1445,13:30:34,4.83,-1.83,0.0,113,54579,卖盘
1446,13:30:31,4.83,-1.83,0.0,225,108675,买盘
1447,13:30:28,4.83,-1.83,0.0,10,4830,买盘
1448,13:30:22,4.83,-1.83,0.0,7,3381,买盘
1449,13:30:19,4.83,-1.83,0.0,5,2415,买盘
1450,13:30:13,4.83,-1.83,0.01,4,1932,买盘
1451,13:30:10,4.82,-2.03,0.0,103,49646,卖盘
1452,13:30:07,4.82,-2.03,-0.01,19,9158,卖盘
1453,13:30:04,4.83,-1.83,0.0,206,99498,买盘
1454,13:30:01,4.83,-1.83,0.0,1383,667989,卖盘
1455,13:29:58,4.83,-1.83,0.0,9,4347,卖盘
1456,13:29:55,4.83,-1.83,0.0,82,39606,卖盘
1457,13:29:49,4.83,-1.83,0.0,1085,524055,卖盘
1458,13:29:46,4.83,-1.83,0.0,1007,486381,卖盘
1459,13:29:43,4.83,-1.83,0.0,80,38640,卖盘
1460,13:29:40,4.83,-1.83,-0.01,1151,555933,卖盘
1461,13:29:37,4.84,-1.63,0.01,181,87604,买盘
1462,13:29:34,4.83,-1.83,0.0,154,74382,卖盘
1463,13:29:31,4.83,-1.83,0.0,67,32361,卖盘
1464,13:29:28,4.83,-1.83,0.0,4263,2059029,卖盘
1465,13:29:25,4.83,-1.83,-0.01,16,7728,卖盘
1466,13:29:19,4.84,-1.63,0.0,2,968,买盘
1467,13:29:16,4.84,-1.63,0.0,10,4840,买盘
1468,13:29:13,4.84,-1.63,0.0,2,968,买盘
1469,13:29:10,4.84,-1.63,0.0,2,968,买盘
